FacilityID,CampsiteLongitude,CampsiteLatitude
233356,-121.301869595,40.566464744
233314,-119.289334,36.905918
233166,-115.289385,46.480287
234493,-121.163972,46.976602
234184,-120.9072597649,42.7120780882
234168,-124.108768196,42.0355865685
234686,-105.461301691,39.137406738
232849,-121.6979588921,45.1814424868
232842,-122.1523164632,45.1651119523
233384,-123.603662,47.38883
232870,-121.7471488317,45.0963347744
232838,-121.8371153315,45.3820691041
232841,-122.2450056423,45.2231234951
234700,-105.532909,36.133668
234683,-106.3536084955,39.0054864286
232854,-122.0918072315,44.9766308764
233727,-120.854439,47.106755
234706,-106.528055556,37.3527777778
234664,-108.677066,38.647044
234707,-106.528055556,37.3527777778
234671,-132.278055556,56.3247222222
234660,-106.456017,38.13885
232455,-122.580242389,40.625437847
247596,-106.468404,37.487874
233820,-122.5815216623,43.975830057
233348,-114.919776,44.143862
233160,-115.260149,46.718199
233336,-113.687465,46.402655
233337,-113.69926,46.410523
233900,-124.0960922026,44.2800699587
234196,-124.2078017398,43.6404537317
234170,-122.679659,42.887849
234621,-122.083637,44.805214
234270,-117.785149,46.100419
234267,-124.276228,43.453676
234165,-122.333036,42.703471
234160,-124.082501,42.242614
234213,-118.2788104143,44.6333483501
234239,-121.7501506755,45.0985534958
234159,-124.1654202668,42.3438121758
234271,-117.575091,46.203033
234187,-121.031643,43.009321
234174,-122.006306,44.403653
234138,-119.66145,44.873766
234205,-118.4987057197,44.7964459433
234247,-121.716111111,45.1494444444
234654,-120.593051,38.710186
234461,-118.2083869647,45.476427944
232778,-122.032898,43.471849
232846,-122.1054084754,45.1503742255
232844,-122.040687,45.080284
